   -1 inaro.wallpaper call            surfaceflinger
    1 0.000           198.92602       binder_get_thread
    1 91.553          198.92602       binder_thread_write
    2 30.517          198.92605       binder_transaction_buffer_release
    3 0.000           198.92605       binder_dec_node
    2 30.518          198.92608       binder_free_buf
    3 0.000           198.92608       binder_update_page_range
    3 0.000           198.92608       binder_delete_free_buffer
    3 0.000           198.92611       binder_insert_free_buffer
    1 76080.32        198.92614       binder_thread_read
    2 0.000           198.92614       binder_set_nice
    2 68969.72        198.93438       binder_ioctl
    3 0.000           198.93695       binder_get_thread
    3 183.106         198.93695       binder_thread_write
    4 0.000           198.93698       binder_transaction_buffer_release
    4 30.517          198.93698       binder_free_buf
    5 0.000           198.93698       binder_update_page_range
    5 0.000           198.93701       binder_delete_free_buffer
    5 0.000           198.93701       binder_insert_free_buffer
    4 122.071         198.93701       binder_transaction
    5 0.000           198.93704       binder_update_page_range
    5 0.000           198.93704       binder_insert_free_buffer
    5 0.000           198.93707       binder_inc_node
    3 68847.65        198.93719       binder_thread_read
    4 30.517          198.93722       binder_set_nice
    2 152.588         198.93734       binder_ioctl
    3 0.000           198.93737       binder_get_thread
    3 91.553          198.93737       binder_thread_write
    4 91.553          198.93737       binder_transaction
    5 30.518          198.93737       binder_set_nice
    5 0.000           198.93740       binder_update_page_range
    5 0.000           198.93740       binder_insert_free_buffer
    5 0.000           198.93746       binder_pop_transaction
    3 30.518          198.93746       binder_thread_read
    2 3295.898        198.93750       binder_ioctl
    3 0.000           198.93750       binder_get_thread
    3 61.035          198.93756       binder_thread_write
    4 0.000           198.93756       binder_transaction_buffer_release
    5 0.000           198.93756       binder_dec_node
    4 61.035          198.93756       binder_free_buf
    5 0.000           198.93759       binder_update_page_range
    5 0.000           198.93759       binder_delete_free_buffer
    5 0.000           198.93759       binder_insert_free_buffer
    3 518.798         198.93762       binder_thread_read
    4 0.000           198.93762       binder_set_nice
    2 91.553          198.93783       binder_ioctl
    3 0.000           198.93783       binder_get_thread
    3 61.035          198.93783       binder_thread_write
    4 30.517          198.93783       binder_transaction_buffer_release
    4 30.518          198.93786       binder_free_buf
    5 0.000           198.93786       binder_update_page_range
    5 0.000           198.93786       binder_delete_free_buffer
    5 0.000           198.93789       binder_insert_free_buffer
    2 274.658         198.96249       binder_ioctl
    3 0.000           198.96249       binder_get_thread
    3 91.553          198.96264       binder_thread_write
    4 91.553          198.96264       binder_transaction
    5 30.517          198.96267       binder_update_page_range
    5 0.000           198.96267       binder_insert_free_buffer
    5 0.000           198.96267       binder_inc_node
    3 30.517          198.96273       binder_thread_read
    2 75988.77        198.96276       binder_ioctl
    3 30.518          198.96276       binder_get_thread
    3 305.176         198.96279       binder_thread_read
    3 30.518          198.96286       binder_set_nice
    1 152.588         198.96295       binder_ioctl
    2 0.000           198.96295       binder_get_thread
    2 91.553          198.96298       binder_thread_write
    3 91.553          198.96298       binder_transaction
    4 0.000           198.96298       binder_set_nice
    4 0.000           198.96301       binder_update_page_range
    4 0.000           198.96301       binder_insert_free_buffer
    4 61.035          198.96301       binder_pop_transaction
    2 30.518          198.96307       binder_thread_read
    1 91.553          198.96313       binder_ioctl
    2 366.211         198.96313       binder_get_thread
    2                 198.96313       binder_thread_write
    2 0.000           198.96316       binder_transaction_buffer_release
    3 0.000           198.96316       binder_dec_node
    2 61.035          198.96316       binder_free_buf
    3 0.000           198.96319       binder_update_page_range
    3 0.000           198.96319       binder_delete_free_buffer
    3 0.000           198.96319       binder_insert_free_buffer
    1 77026.36        198.96322       binder_thread_read
    2 0.000           198.96322       binder_set_nice
    2 1007.080        198.97406       binder_ioctl
    3 823.975         198.97406       binder_get_thread
    3 183.105         198.97488       binder_thread_write
    4 0.000           198.97488       binder_transaction_buffer_release
    4 30.518          198.97491       binder_free_buf
    5 0.000           198.97491       binder_update_page_range
    5 0.000           198.97491       binder_delete_free_buffer
    5 30.518          198.97494       binder_insert_free_buffer
    4 61.035          198.97494       binder_transaction
    5 0.000           198.97497       binder_update_page_range
    5 0.000           198.97497       binder_insert_free_buffer
    5 0.000           198.97497       binder_inc_node
    3 0.000           198.97506       binder_thread_read
    2 76904.29        198.97509       binder_ioctl
    3 0.000           198.97509       binder_get_thread
    3 366.211         198.97509       binder_thread_read
    3 0.000           198.97515       binder_set_nice
    1 274.659         198.97518       binder_ioctl
    2 0.000           198.97518       binder_get_thread
    2 91.553          198.97534       binder_thread_write
    3 91.553          198.97534       binder_transaction
    4 0.000           198.97534       binder_set_nice
    4 0.000           198.97537       binder_update_page_range
    4 0.000           198.97537       binder_insert_free_buffer
    4 0.000           198.97540       binder_pop_transaction
    2 30.518          198.97543       binder_thread_read
    1 91.553          198.97549       binder_ioctl
    2 396.728         198.97549       binder_get_thread
    2                 198.97549       binder_thread_write
    2 0.000           198.97552       binder_transaction_buffer_release
    3 0.000           198.97552       binder_dec_node
    2 30.517          198.97552       binder_free_buf
    3 30.517          198.97552       binder_update_page_range
    3 0.000           198.97555       binder_delete_free_buffer
    3 0.000           198.97555       binder_insert_free_buffer
    1 1054290         198.97558       binder_thread_read
    2 0.000           198.97558       binder_set_nice
    2 61.035          198.97564       binder_ioctl
    3 0.000           198.97564       binder_get_thread
    3 61.035          198.97564       binder_thread_write
    4 0.000           198.97567       binder_transaction_buffer_release
    4 30.517          198.97567       binder_free_buf
    5 0.000           198.97567       binder_update_page_range
    5 30.517          198.97567       binder_delete_free_buffer
    5 0.000           198.97570       binder_insert_free_buffer
    2 152.588         199.98449       binder_ioctl
    3 30.517          199.98449       binder_get_thread
    3 61.036          199.98452       binder_thread_write
    4 61.036          199.98452       binder_transaction
    5 0.000           199.98455       binder_update_page_range
    5 0.000           199.98455       binder_insert_free_buffer
    5 30.518          199.98455       binder_inc_node
    3 0.000           199.98464       binder_thread_read
    2 1058715         199.98468       binder_ioctl
    3 0.000           199.98468       binder_get_thread
    3 1058593         199.98468       binder_thread_read
    4 0.000           199.98471       binder_set_nice
    2 244.141         199.98477       binder_ioctl
    3 0.000           199.98477       binder_get_thread
    3 213.623         199.98477       binder_thread_write
    4 213.623         199.98489       binder_transaction
    5 0.000           199.98489       binder_set_nice
    5 0.000           199.98489       binder_update_page_range
    5 0.000           199.98492       binder_insert_free_buffer
    5 0.000           199.98492       binder_pop_transaction
    3 0.000           199.98498       binder_thread_read
    2 1770.020        199.98501       binder_ioctl
    3 0.000           199.98501       binder_get_thread
    3 122.070         199.98501       binder_thread_write
    4 61.035          199.98501       binder_transaction_buffer_release
    5 0.000           199.98507       binder_dec_node
    4 30.517          199.98507       binder_free_buf
    5 30.517          199.98510       binder_update_page_range
    5 0.000           199.98510       binder_delete_free_buffer
    5 0.000           199.98510       binder_insert_free_buffer
    3 1739.502        199.98513       binder_thread_read
    4 0.000           199.98513       binder_set_nice
    2 1059204         199.99636       binder_ioctl
    3 0.000           199.99636       binder_get_thread
    3 213.623         199.99642       binder_thread_write
    4 0.000           199.99642       binder_transaction_buffer_release
    4 61.035          199.99642       binder_free_buf
    5 0.000           199.99645       binder_update_page_range
    5 0.000           199.99645       binder_delete_free_buffer
    5 30.518          199.99645       binder_insert_free_buffer
    4 152.588         199.99649       binder_transaction
    5 30.518          199.99649       binder_update_page_range
    5 0.000           199.99652       binder_insert_free_buffer
    5 0.000           199.99652       binder_inc_node
    3 1059082         199.99664       binder_thread_read
    4 30.518          199.99667       binder_set_nice
    2 152.588         199.99682       binder_ioctl
    3 0.000           199.99685       binder_get_thread
    3 91.553          199.99685       binder_thread_write
    4 91.553          199.99685       binder_transaction
    5 0.000           199.99685       binder_set_nice
    5 0.000           199.99688       binder_update_page_range
    5 0.000           199.99688       binder_insert_free_buffer
    5 0.000           199.99694       binder_pop_transaction
    3 30.517          199.99694       binder_thread_read
    2 793.457         199.99700       binder_ioctl
    3 0.000           199.99700       binder_get_thread
    3 61.036          199.99703       binder_thread_write
    4 0.000           199.99703       binder_transaction_buffer_release
    5 0.000           199.99703       binder_dec_node
    4 30.518          199.99707       binder_free_buf
    5 0.000           199.99707       binder_update_page_range
    5 0.000           199.99707       binder_delete_free_buffer
    5 30.518          199.99707       binder_insert_free_buffer
    3 488.281         199.99710       binder_thread_read
    4 0.000           199.99710       binder_set_nice
    2 91.553          199.99731       binder_ioctl
    3 0.000           199.99731       binder_get_thread
    3 61.035          199.99731       binder_thread_write
    4 30.517          199.99734       binder_transaction_buffer_release
    4 30.518          199.99734       binder_free_buf
    5 0.000           199.99734       binder_update_page_range
    5 30.518          199.99734       binder_delete_free_buffer
    5 0.000           199.99737       binder_insert_free_buffer
    2 244.141         200.01708       binder_ioctl
    3 0.000           200.01721       binder_get_thread
    3 122.070         200.01721       binder_thread_write
    4 122.070         200.01721       binder_transaction
    5 0.000           200.01724       binder_update_page_range
    5 0.000           200.01724       binder_insert_free_buffer
    5 0.000           200.01727       binder_inc_node
    3 0.000           200.01733       binder_thread_read
    2 1054199         200.01736       binder_ioctl
    3 0.000           200.01736       binder_get_thread
    3 305.176         200.01736       binder_thread_read
    3 30.518          200.01742       binder_set_nice
    1 152.588         200.01751       binder_ioctl
    2 0.000           200.01751       binder_get_thread
    2 91.553          200.01754       binder_thread_write
    3 91.553          200.01754       binder_transaction
    4 0.000           200.01754       binder_set_nice
    4 0.000           200.01757       binder_update_page_range
    4 0.000           200.01757       binder_insert_free_buffer
    4 0.000           200.01757       binder_pop_transaction
    2 30.517          200.01763       binder_thread_read
    1 91.553          200.01770       binder_ioctl
    2 335.694         200.01770       binder_get_thread
    2                 200.01770       binder_thread_write
    2 0.000           200.01773       binder_transaction_buffer_release
    3 0.000           200.01773       binder_dec_node
    2 30.518          200.01773       binder_free_buf
    3 30.518          200.01773       binder_update_page_range
    3 0.000           200.01776       binder_delete_free_buffer
    3 0.000           200.01776       binder_insert_free_buffer
    1 1053009         200.01779       binder_thread_read
    2 0.000           200.01779       binder_set_nice
    2 1052886         200.02801       binder_ioctl
    3 244.141         200.02825       binder_get_thread
    3 183.105         200.02825       binder_thread_write
    4 0.000           200.02825       binder_transaction_buffer_release
    4 30.518          200.02828       binder_free_buf
    5 0.000           200.02828       binder_update_page_range
    5 0.000           200.02828       binder_delete_free_buffer
    5 0.000           200.02832       binder_insert_free_buffer
    4 122.070         200.02832       binder_transaction
    5 0.000           200.02835       binder_update_page_range
    5 0.000           200.02835       binder_insert_free_buffer
    5 30.517          200.02835       binder_inc_node
    3 0.000           200.02844       binder_thread_read
    3 0.000           200.02847       binder_set_nice
    1                 200.02847       binder_ioctl
    1 0.000           200.02850       binder_get_thread
    1 305.176         200.02850       binder_thread_read
    1 122.071         200.02865       binder_ioctl
    2 0.000           200.02865       binder_get_thread
    2 122.071         200.02865       binder_thread_write
    3 91.553          200.02868       binder_transaction
    4 0.000           200.02868       binder_set_nice
    4 0.000           200.02868       binder_update_page_range
    4 0.000           200.02871       binder_insert_free_buffer
    4 0.000           200.02871       binder_pop_transaction
    2 0.000           200.02877       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 68969.72        198.93438       binder_ioctl
    1 0.000           198.93695       binder_get_thread
    1 183.106         198.93695       binder_thread_write
    2 0.000           198.93698       binder_transaction_buffer_release
    2 30.517          198.93698       binder_free_buf
    3 0.000           198.93698       binder_update_page_range
    3 0.000           198.93701       binder_delete_free_buffer
    3 0.000           198.93701       binder_insert_free_buffer
    2 122.071         198.93701       binder_transaction
    3 0.000           198.93704       binder_update_page_range
    3 0.000           198.93704       binder_insert_free_buffer
    3 0.000           198.93707       binder_inc_node
    1 68847.65        198.93719       binder_thread_read
    2 30.517          198.93722       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         198.93734       binder_ioctl
    1 0.000           198.93737       binder_get_thread
    1 91.553          198.93737       binder_thread_write
    2 91.553          198.93737       binder_transaction
    3 30.518          198.93737       binder_set_nice
    3 0.000           198.93740       binder_update_page_range
    3 0.000           198.93740       binder_insert_free_buffer
    3 0.000           198.93746       binder_pop_transaction
    1 30.518          198.93746       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 274.658         198.96249       binder_ioctl
    1 0.000           198.96249       binder_get_thread
    1 91.553          198.96264       binder_thread_write
    2 91.553          198.96264       binder_transaction
    3 30.517          198.96267       binder_update_page_range
    3 0.000           198.96267       binder_insert_free_buffer
    3 0.000           198.96267       binder_inc_node
    1 30.517          198.96273       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         198.96295       binder_ioctl
    1 0.000           198.96295       binder_get_thread
    1 91.553          198.96298       binder_thread_write
    2 91.553          198.96298       binder_transaction
    3 0.000           198.96298       binder_set_nice
    3 0.000           198.96301       binder_update_page_range
    3 0.000           198.96301       binder_insert_free_buffer
    3 61.035          198.96301       binder_pop_transaction
    1 30.518          198.96307       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 1007.080        198.97406       binder_ioctl
    1 823.975         198.97406       binder_get_thread
    1 183.105         198.97488       binder_thread_write
    2 0.000           198.97488       binder_transaction_buffer_release
    2 30.518          198.97491       binder_free_buf
    3 0.000           198.97491       binder_update_page_range
    3 0.000           198.97491       binder_delete_free_buffer
    3 30.518          198.97494       binder_insert_free_buffer
    2 61.035          198.97494       binder_transaction
    3 0.000           198.97497       binder_update_page_range
    3 0.000           198.97497       binder_insert_free_buffer
    3 0.000           198.97497       binder_inc_node
    1 0.000           198.97506       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 274.659         198.97518       binder_ioctl
    1 0.000           198.97518       binder_get_thread
    1 91.553          198.97534       binder_thread_write
    2 91.553          198.97534       binder_transaction
    3 0.000           198.97534       binder_set_nice
    3 0.000           198.97537       binder_update_page_range
    3 0.000           198.97537       binder_insert_free_buffer
    3 0.000           198.97540       binder_pop_transaction
    1 30.518          198.97543       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 152.588         199.98449       binder_ioctl
    1 30.517          199.98449       binder_get_thread
    1 61.036          199.98452       binder_thread_write
    2 61.036          199.98452       binder_transaction
    3 0.000           199.98455       binder_update_page_range
    3 0.000           199.98455       binder_insert_free_buffer
    3 30.518          199.98455       binder_inc_node
    1 0.000           199.98464       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 244.141         199.98477       binder_ioctl
    1 0.000           199.98477       binder_get_thread
    1 213.623         199.98477       binder_thread_write
    2 213.623         199.98489       binder_transaction
    3 0.000           199.98489       binder_set_nice
    3 0.000           199.98489       binder_update_page_range
    3 0.000           199.98492       binder_insert_free_buffer
    3 0.000           199.98492       binder_pop_transaction
    1 0.000           199.98498       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 1059204         199.99636       binder_ioctl
    1 0.000           199.99636       binder_get_thread
    1 213.623         199.99642       binder_thread_write
    2 0.000           199.99642       binder_transaction_buffer_release
    2 61.035          199.99642       binder_free_buf
    3 0.000           199.99645       binder_update_page_range
    3 0.000           199.99645       binder_delete_free_buffer
    3 30.518          199.99645       binder_insert_free_buffer
    2 152.588         199.99649       binder_transaction
    3 30.518          199.99649       binder_update_page_range
    3 0.000           199.99652       binder_insert_free_buffer
    3 0.000           199.99652       binder_inc_node
    1 1059082         199.99664       binder_thread_read
    2 30.518          199.99667       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         199.99682       binder_ioctl
    1 0.000           199.99685       binder_get_thread
    1 91.553          199.99685       binder_thread_write
    2 91.553          199.99685       binder_transaction
    3 0.000           199.99685       binder_set_nice
    3 0.000           199.99688       binder_update_page_range
    3 0.000           199.99688       binder_insert_free_buffer
    3 0.000           199.99694       binder_pop_transaction
    1 30.517          199.99694       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 244.141         200.01708       binder_ioctl
    1 0.000           200.01721       binder_get_thread
    1 122.070         200.01721       binder_thread_write
    2 122.070         200.01721       binder_transaction
    3 0.000           200.01724       binder_update_page_range
    3 0.000           200.01724       binder_insert_free_buffer
    3 0.000           200.01727       binder_inc_node
    1 0.000           200.01733       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.01751       binder_ioctl
    1 0.000           200.01751       binder_get_thread
    1 91.553          200.01754       binder_thread_write
    2 91.553          200.01754       binder_transaction
    3 0.000           200.01754       binder_set_nice
    3 0.000           200.01757       binder_update_page_range
    3 0.000           200.01757       binder_insert_free_buffer
    3 0.000           200.01757       binder_pop_transaction
    1 30.517          200.01763       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 1052886         200.02801       binder_ioctl
    1 244.141         200.02825       binder_get_thread
    1 183.105         200.02825       binder_thread_write
    2 0.000           200.02825       binder_transaction_buffer_release
    2 30.518          200.02828       binder_free_buf
    3 0.000           200.02828       binder_update_page_range
    3 0.000           200.02828       binder_delete_free_buffer
    3 0.000           200.02832       binder_insert_free_buffer
    2 122.070         200.02832       binder_transaction
    3 0.000           200.02835       binder_update_page_range
    3 0.000           200.02835       binder_insert_free_buffer
    3 30.517          200.02835       binder_inc_node
    1 0.000           200.02844       binder_thread_read
    1 0.000           200.02847       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 122.071         200.02865       binder_ioctl
    1 0.000           200.02865       binder_get_thread
    1 122.071         200.02865       binder_thread_write
    2 91.553          200.02868       binder_transaction
    3 0.000           200.02868       binder_set_nice
    3 0.000           200.02868       binder_update_page_range
    3 0.000           200.02871       binder_insert_free_buffer
    3 0.000           200.02871       binder_pop_transaction
    1 0.000           200.02877       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 518.799         200.02883       binder_ioctl
    1 0.000           200.02883       binder_get_thread
    1 61.035          200.02883       binder_thread_write
    2 30.517          200.02883       binder_transaction_buffer_release
    3 0.000           200.02886       binder_dec_node
    2 30.518          200.02886       binder_free_buf
    3 0.000           200.02886       binder_update_page_range
    3 0.000           200.02890       binder_delete_free_buffer
    3 0.000           200.02890       binder_insert_free_buffer
    1 64178.46        200.02893       binder_thread_read
    2 0.000           200.02893       binder_set_nice
    2 91.553          200.02896       binder_ioctl
    3 0.000           200.02896       binder_get_thread
    3 61.035          200.02899       binder_thread_write
    4 0.000           200.02899       binder_transaction_buffer_release
    4 30.517          200.02899       binder_free_buf
    5 0.000           200.02899       binder_update_page_range
    5 0.000           200.02902       binder_delete_free_buffer
    5 0.000           200.02902       binder_insert_free_buffer
    2 152.588         200.04888       binder_ioctl
    3 0.000           200.04888       binder_get_thread
    3 91.553          200.04891       binder_thread_write
    4 91.553          200.04891       binder_transaction
    5 30.518          200.04895       binder_update_page_range
    5 0.000           200.04895       binder_insert_free_buffer
    5 0.000           200.04895       binder_inc_node
    3 0.000           200.04904       binder_thread_read
    2 64056.39        200.04907       binder_ioctl
    3 0.000           200.04907       binder_get_thread
    3 396.729         200.04907       binder_thread_read
    3 30.517          200.04916       binder_set_nice
    1 427.246         200.04931       binder_ioctl
    2 0.000           200.04931       binder_get_thread
    2 91.553          200.04934       binder_thread_write
    3 91.553          200.04934       binder_transaction
    4 0.000           200.04934       binder_set_nice
    4 30.518          200.04937       binder_update_page_range
    4 0.000           200.04937       binder_insert_free_buffer
    4 0.000           200.04940       binder_pop_transaction
    2 30.518          200.04943       binder_thread_read
    1                 200.04949       binder_ioctl
    1 0.000           200.04953       binder_get_thread
    1 61.035          200.04953       binder_thread_write
    2 30.517          200.04953       binder_transaction_buffer_release
    3 30.517          200.04953       binder_dec_node
    2 30.518          200.04956       binder_free_buf
    3 0.000           200.04956       binder_update_page_range
    3 30.518          200.04956       binder_delete_free_buffer
    3 0.000           200.04959       binder_insert_free_buffer
    1 64331.05        200.04959       binder_thread_read
    2 0.000           200.04962       binder_set_nice
    2 63171.38        200.05950       binder_ioctl
    3 0.000           200.05950       binder_get_thread
    3 610.351         200.05950       binder_thread_write
    4 335.693         200.05960       binder_transaction_buffer_release
    4 30.518          200.05993       binder_free_buf
    5 0.000           200.05993       binder_update_page_range
    5 30.518          200.05993       binder_delete_free_buffer
    5 0.000           200.05996       binder_insert_free_buffer
    4 152.587         200.05996       binder_transaction
    5 0.000           200.05999       binder_update_page_range
    5 0.000           200.05999       binder_insert_free_buffer
    5 0.000           200.06002       binder_inc_node
    3 63079.83        200.06011       binder_thread_read
    4 0.000           200.06015       binder_set_nice
    2 152.588         200.06033       binder_ioctl
    3 0.000           200.06033       binder_get_thread
    3 91.553          200.06033       binder_thread_write
    4 91.553          200.06033       binder_transaction
    5 0.000           200.06036       binder_set_nice
    5 0.000           200.06036       binder_update_page_range
    5 30.518          200.06036       binder_insert_free_buffer
    5 0.000           200.06042       binder_pop_transaction
    3 0.000           200.06045       binder_thread_read
    2 3814.697        200.06045       binder_ioctl
    3 61.035          200.06045       binder_get_thread
    3 61.035          200.06051       binder_thread_write
    4 30.518          200.06051       binder_transaction_buffer_release
    5 0.000           200.06051       binder_dec_node
    4 30.517          200.06054       binder_free_buf
    5 0.000           200.06054       binder_update_page_range
    5 0.000           200.06054       binder_delete_free_buffer
    5 0.000           200.06057       binder_insert_free_buffer
    3 518.799         200.06057       binder_thread_read
    4 30.518          200.06060       binder_set_nice
    2 91.553          200.06079       binder_ioctl
    3 0.000           200.06079       binder_get_thread
    3 61.035          200.06082       binder_thread_write
    4 0.000           200.06082       binder_transaction_buffer_release
    4 30.517          200.06082       binder_free_buf
    5 30.517          200.06082       binder_update_page_range
    5 0.000           200.06085       binder_delete_free_buffer
    5 0.000           200.06085       binder_insert_free_buffer
    2 152.588         200.08178       binder_ioctl
    3 30.517          200.08178       binder_get_thread
    3 91.553          200.08181       binder_thread_write
    4 91.553          200.08181       binder_transaction
    5 0.000           200.08184       binder_update_page_range
    5 0.000           200.08184       binder_insert_free_buffer
    5 0.000           200.08184       binder_inc_node
    3 30.518          200.08190       binder_thread_read
    2 64239.50        200.08193       binder_ioctl
    3 30.517          200.08197       binder_get_thread
    3 335.694         200.08197       binder_thread_read
    3 0.000           200.08203       binder_set_nice
    1 213.623         200.08206       binder_ioctl
    2 91.553          200.08215       binder_get_thread
    2 122.070         200.08215       binder_thread_write
    3 91.553          200.08215       binder_transaction
    4 0.000           200.08215       binder_set_nice
    4 0.000           200.08218       binder_update_page_range
    4 0.000           200.08218       binder_insert_free_buffer
    4 0.000           200.08224       binder_pop_transaction
    2 0.000           200.08227       binder_thread_read
    1 366.211         200.08230       binder_ioctl
    2 0.000           200.08230       binder_get_thread
    1 61.035          200.08233       binder_thread_write
    2 0.000           200.08233       binder_transaction_buffer_release
    3 0.000           200.08233       binder_dec_node
    2 30.517          200.08236       binder_free_buf
    3 0.000           200.08236       binder_update_page_range
    3 0.000           200.08236       binder_delete_free_buffer
    3 30.517          200.08239       binder_insert_free_buffer
    1 66589.35        200.08239       binder_thread_read
    2 0.000           200.08239       binder_set_nice
    2 213.623         200.09497       binder_ioctl
    3 30.517          200.09497       binder_get_thread
    3 183.106         200.09500       binder_thread_write
    4 0.000           200.09500       binder_transaction_buffer_release
    4 61.035          200.09500       binder_free_buf
    5 0.000           200.09503       binder_update_page_range
    5 0.000           200.09503       binder_delete_free_buffer
    5 0.000           200.09506       binder_insert_free_buffer
    4 91.553          200.09506       binder_transaction
    5 0.000           200.09509       binder_update_page_range
    5 0.000           200.09509       binder_insert_free_buffer
    5 0.000           200.09509       binder_inc_node
    3 0.000           200.09518       binder_thread_read
    2 66467.28        200.09521       binder_ioctl
    3 0.000           200.09521       binder_get_thread
    3 518.799         200.09521       binder_thread_read
    3 0.000           200.09536       binder_set_nice
    1 305.176         200.09539       binder_ioctl
    2 0.000           200.09539       binder_get_thread
    2 305.176         200.09558       binder_thread_write
    3 91.553          200.09558       binder_transaction
    4 0.000           200.09558       binder_set_nice
    4 30.518          200.09558       binder_update_page_range
    4 0.000           200.09561       binder_insert_free_buffer
    4 0.000           200.09567       binder_pop_transaction
    2 0.000           200.09570       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 152.588         200.04888       binder_ioctl
    1 0.000           200.04888       binder_get_thread
    1 91.553          200.04891       binder_thread_write
    2 91.553          200.04891       binder_transaction
    3 30.518          200.04895       binder_update_page_range
    3 0.000           200.04895       binder_insert_free_buffer
    3 0.000           200.04895       binder_inc_node
    1 0.000           200.04904       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.04931       binder_ioctl
    1 0.000           200.04931       binder_get_thread
    1 91.553          200.04934       binder_thread_write
    2 91.553          200.04934       binder_transaction
    3 0.000           200.04934       binder_set_nice
    3 30.518          200.04937       binder_update_page_range
    3 0.000           200.04937       binder_insert_free_buffer
    3 0.000           200.04940       binder_pop_transaction
    1 30.518          200.04943       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 63171.38        200.05950       binder_ioctl
    1 0.000           200.05950       binder_get_thread
    1 610.351         200.05950       binder_thread_write
    2 335.693         200.05960       binder_transaction_buffer_release
    2 30.518          200.05993       binder_free_buf
    3 0.000           200.05993       binder_update_page_range
    3 30.518          200.05993       binder_delete_free_buffer
    3 0.000           200.05996       binder_insert_free_buffer
    2 152.587         200.05996       binder_transaction
    3 0.000           200.05999       binder_update_page_range
    3 0.000           200.05999       binder_insert_free_buffer
    3 0.000           200.06002       binder_inc_node
    1 63079.83        200.06011       binder_thread_read
    2 0.000           200.06015       binder_set_nice


   -1 surfaceflinger  reply           inaro.wallpaper
    0 152.588         200.06033       binder_ioctl
    1 0.000           200.06033       binder_get_thread
    1 91.553          200.06033       binder_thread_write
    2 91.553          200.06033       binder_transaction
    3 0.000           200.06036       binder_set_nice
    3 0.000           200.06036       binder_update_page_range
    3 30.518          200.06036       binder_insert_free_buffer
    3 0.000           200.06042       binder_pop_transaction
    1 0.000           200.06045       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 152.588         200.08178       binder_ioctl
    1 30.517          200.08178       binder_get_thread
    1 91.553          200.08181       binder_thread_write
    2 91.553          200.08181       binder_transaction
    3 0.000           200.08184       binder_update_page_range
    3 0.000           200.08184       binder_insert_free_buffer
    3 0.000           200.08184       binder_inc_node
    1 30.518          200.08190       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 213.623         200.08206       binder_ioctl
    1 91.553          200.08215       binder_get_thread
    1 122.070         200.08215       binder_thread_write
    2 91.553          200.08215       binder_transaction
    3 0.000           200.08215       binder_set_nice
    3 0.000           200.08218       binder_update_page_range
    3 0.000           200.08218       binder_insert_free_buffer
    3 0.000           200.08224       binder_pop_transaction
    1 0.000           200.08227       binder_thread_read


   -1 inaro.wallpaper call            surfaceflinger
    0 213.623         200.09497       binder_ioctl
    1 30.517          200.09497       binder_get_thread
    1 183.106         200.09500       binder_thread_write
    2 0.000           200.09500       binder_transaction_buffer_release
    2 61.035          200.09500       binder_free_buf
    3 0.000           200.09503       binder_update_page_range
    3 0.000           200.09503       binder_delete_free_buffer
    3 0.000           200.09506       binder_insert_free_buffer
    2 91.553          200.09506       binder_transaction
    3 0.000           200.09509       binder_update_page_range
    3 0.000           200.09509       binder_insert_free_buffer
    3 0.000           200.09509       binder_inc_node
    1 0.000           200.09518       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 305.176         200.09539       binder_ioctl
    1 0.000           200.09539       binder_get_thread
    1 305.176         200.09558       binder_thread_write
    2 91.553          200.09558       binder_transaction
    3 0.000           200.09558       binder_set_nice
    3 30.518          200.09558       binder_update_page_range
    3 0.000           200.09561       binder_insert_free_buffer
    3 0.000           200.09567       binder_pop_transaction
    1 0.000           200.09570       binder_thread_read


   -1 surfaceflinger  reply           inaro.wallpaper
    0 335.693         200.09576       binder_ioctl
    1 0.000           200.09576       binder_get_thread
    1 91.552          200.09576       binder_thread_write
