   -1 inaro.wallpaper call            surfaceflinger
    5 0.000           198.01950       binder_update_page_range
    5 0.000           198.01950       binder_delete_free_buffer
    5 30.518          198.01953       binder_insert_free_buffer
    4 152.587         198.01953       binder_transaction
    5 0.000           198.01956       binder_update_page_range
    5 0.000           198.01956       binder_insert_free_buffer
    5 0.000           198.01956       binder_inc_node
    3 49468.99        198.01971       binder_thread_read
    4 0.000           198.01974       binder_set_nice
    2 122.071         198.01989       binder_ioctl
    3 0.000           198.01989       binder_get_thread
    3 91.553          198.01989       binder_thread_write
    4 91.553          198.01989       binder_transaction
    5 0.000           198.01992       binder_set_nice
    5 0.000           198.01992       binder_update_page_range
    5 30.518          198.01992       binder_insert_free_buffer
    5 0.000           198.01998       binder_pop_transaction
    3 0.000           198.02001       binder_thread_read
    2 3387.451        198.02001       binder_ioctl
    3 61.035          198.02001       binder_get_thread
    3 61.035          198.02008       binder_thread_write
    4 0.000           198.02008       binder_transaction_buffer_release
    5 0.000           198.02008       binder_dec_node
    4 30.518          198.02011       binder_free_buf
    5 0.000           198.02011       binder_update_page_range
    5 0.000           198.02011       binder_delete_free_buffer
    5 30.518          198.02014       binder_insert_free_buffer
    3 488.282         198.02014       binder_thread_read
    4 0.000           198.02014       binder_set_nice
    2 91.553          198.02035       binder_ioctl
    3 0.000           198.02035       binder_get_thread
    3 91.553          198.02035       binder_thread_write
    4 0.000           198.02038       binder_transaction_buffer_release
    4 30.517          198.02038       binder_free_buf
    5 0.000           198.02038       binder_update_page_range
    5 30.517          198.02041       binder_delete_free_buffer
    5 0.000           198.02041       binder_insert_free_buffer
    2 244.141         198.03829       binder_ioctl
    3 0.000           198.03842       binder_get_thread
    3 122.071         198.03842       binder_thread_write
    4 61.036          198.03842       binder_transaction
    5 0.000           198.03845       binder_update_page_range
    5 0.000           198.03845       binder_insert_free_buffer
    5 0.000           198.03848       binder_inc_node
    3 0.000           198.03854       binder_thread_read
    2 51635.74        198.03857       binder_ioctl
    3 0.000           198.03857       binder_get_thread
    3 305.176         198.03857       binder_thread_read
    3 0.000           198.03863       binder_set_nice
    1 213.623         198.03866       binder_ioctl
    2 0.000           198.03875       binder_get_thread
    2 122.070         198.03875       binder_thread_write
    3 91.552          198.03875       binder_transaction
    4 30.517          198.03875       binder_set_nice
    4 0.000           198.03878       binder_update_page_range
    4 30.518          198.03878       binder_insert_free_buffer
    4 0.000           198.03884       binder_pop_transaction
    2 0.000           198.03887       binder_thread_read
    1 335.694         198.03890       binder_ioctl
    2 30.517          198.03890       binder_get_thread
    1 61.035          198.03894       binder_thread_write
    2 0.000           198.03894       binder_transaction_buffer_release
    3 0.000           198.03894       binder_dec_node
    2 30.517          198.03897       binder_free_buf
    3 0.000           198.03897       binder_update_page_range
    3 0.000           198.03897       binder_delete_free_buffer
    3 30.517          198.03900       binder_insert_free_buffer
    1 66375.73        198.03900       binder_thread_read
    2 0.000           198.03900       binder_set_nice
    2 244.141         198.06362       binder_ioctl
    3 0.000           198.06362       binder_get_thread
    3 152.588         198.06369       binder_thread_write
    4 0.000           198.06369       binder_transaction_buffer_release
    4 61.035          198.06369       binder_free_buf
    5 0.000           198.06372       binder_update_page_range
    5 0.000           198.06372       binder_delete_free_buffer
    5 30.517          198.06372       binder_insert_free_buffer
    4 91.553          198.06375       binder_transaction
    5 30.518          198.06378       binder_update_page_range
    5 0.000           198.06378       binder_insert_free_buffer
    5 0.000           198.06378       binder_inc_node
    3 0.000           198.06387       binder_thread_read
    2 66284.18        198.06387       binder_ioctl
    3 0.000           198.06390       binder_get_thread
    3 396.729         198.06390       binder_thread_read
    3 0.000           198.06396       binder_set_nice
    1 274.658         198.06399       binder_ioctl
    2 0.000           198.06414       binder_get_thread
    2 122.070         198.06414       binder_thread_write
    3 91.552          198.06414       binder_transaction
    4 30.517          198.06417       binder_set_nice
    4 0.000           198.06417       binder_update_page_range
    4 30.518          198.06417       binder_insert_free_buffer
    4 0.000           198.06423       binder_pop_transaction
    2 0.000           198.06427       binder_thread_read
    1 427.246         198.06430       binder_ioctl
    2 30.517          198.06430       binder_get_thread
    1 61.035          198.06433       binder_thread_write
    2 30.518          198.06433       binder_transaction_buffer_release
    3 0.000           198.06433       binder_dec_node
    2 30.517          198.06436       binder_free_buf
    3 0.000           198.06436       binder_update_page_range
    3 0.000           198.06436       binder_delete_free_buffer
    3 0.000           198.06439       binder_insert_free_buffer
    1 70953.37        198.06439       binder_thread_read
    2 30.518          198.06439       binder_set_nice
    2 91.553          198.06442       binder_ioctl
    3 0.000           198.06445       binder_get_thread
    3 61.035          198.06445       binder_thread_write
    4 0.000           198.06445       binder_transaction_buffer_release
    4 30.518          198.06448       binder_free_buf
    5 0.000           198.06448       binder_update_page_range
    5 0.000           198.06448       binder_delete_free_buffer
    5 30.518          198.06451       binder_insert_free_buffer
